views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,ad_revenue_usd,year,month,day,category_Entertainment,category_Gaming,category_Lifestyle,category_Music,category_Tech,device_Mobile,device_TV,device_Tablet,country_CA,country_DE,country_IN,country_UK,country_US
9848,565,461,44552.93890947854,23.113666183298506,572252,278.9925940958572,2025,3,29,1,0,0,0,0,1,0,0,0,0,0,0,1
10124,0,340,17328.493508342344,7.054879753763381,594405,144.46604631578856,2024,10,14,0,0,0,0,1,0,1,0,0,0,0,1,0
9958,244,334,0.0,5.427260986121949,292334,207.54417249438512,2025,3,5,0,0,1,0,0,0,1,0,0,0,0,1,0
9940,1528,135,28211.983039300543,15.52818165380818,49735,213.38027418177225,2024,9,15,0,0,0,0,1,0,1,0,0,1,0,0,0
10042,1310,0,20153.279776465133,6.203199645040298,370615,170.72810981766895,2024,11,15,0,0,0,0,1,0,0,1,0,1,0,0,0
10097,2011,452,43347.17107187603,6.9104405483486655,801570,299.3035717118497,2024,9,16,0,0,0,0,0,1,0,0,0,0,0,1,0
10109,1613,478,20313.94646750312,10.08950918363822,48193,184.3814421708753,2024,7,16,0,1,0,0,0,1,0,0,0,1,0,0,0
9571,489,144,26511.38153837135,12.880496496690034,522892,185.73711984162867,2024,7,20,0,0,0,1,0,0,0,0,0,0,0,1,0
10132,521,195,44620.39137527118,5.628507202119756,219450,275.4622735620638,2024,7,19,0,0,0,0,0,0,0,0,0,0,0,0,1
9995,677,492,50727.40083299816,2.9191603950135603,162526,311.3260342871345,2025,4,19,0,0,0,1,0,0,0,0,0,0,1,0,0
10022,1897,145,16595.81991509536,5.717004123888088,238519,165.55671742394765,2024,9,24,0,0,0,0,1,0,1,0,0,0,0,0,1
9824,890,300,41580.93044789816,16.074567455396156,194654,267.6746305079596,2025,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0
9933,1787,194,39841.10430812049,11.768705580871307,327788,273.63528659916415,2025,3,30,0,0,0,0,0,0,0,0,0,1,0,0,0
10030,1945,114,45467.8144692958,25.331121694207827,359499,302.0086340131418,2025,1,16,0,0,0,1,0,0,0,1,1,0,0,0,0
9930,804,312,28836.13494589973,18.71962668666572,236748,206.86927498083372,2024,11,5,0,0,1,0,0,0,0,0,1,0,0,0,0
9905,0,99,38827.76575490287,20.99501298787174,142752,263.4870197334182,2025,1,9,0,1,0,0,0,0,0,0,0,0,0,1,0
10105,861,224,19392.903089551448,16.59885417162853,931467,162.72783232582944,2024,8,4,0,0,0,0,0,0,1,0,0,0,1,0,0
9956,1833,135,35755.646828071964,14.55982090265487,860954,254.2706550033974,2025,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0
10056,1529,378,18569.534982308334,4.888579838945192,382679,172.7187283325129,2025,5,3,0,0,0,0,1,0,0,0,1,0,0,0,0
10012,1976,299,57901.94364454931,4.76497101133584,990925,364.2484606704028,2024,12,29,0,1,0,0,0,0,0,1,0,0,0,0,0
9910,1159,252,16085.979394605012,7.679196691461991,236349,151.72427278414975,2025,6,6,0,0,0,0,0,0,1,0,0,0,1,0,0
10180,589,347,41421.66750986385,28.256354218275952,601091,264.41309214016223,2024,8,14,0,1,0,0,0,0,0,0,0,0,0,1,0
10007,368,336,29560.68632447107,9.86760830966502,665437,203.60520942551864,2025,3,26,1,0,0,0,0,0,0,0,0,0,1,0,0
9893,1231,82,58803.14193234224,9.59066781491065,853683,351.34292247726273,2025,1,23,0,1,0,0,0,1,0,0,0,0,0,0,0
9949,560,400,26557.237017081017,28.7658410434904,849333,193.54309989614592,2024,11,17,1,0,0,0,0,0,0,1,1,0,0,0,0
9951,1156,280,20828.51829573672,23.23290412124575,340146,174.7264515650709,2025,5,21,0,0,0,0,1,0,0,0,0,1,0,0,0
9955,840,479,24018.85016964475,8.134926957527833,999009,187.777306367143,2025,2,10,0,0,0,1,0,0,0,1,1,0,0,0,0
10073,1408,443,36609.34851409998,22.395043312202723,836846,256.8941578277545,2024,11,25,0,0,0,1,0,1,0,0,1,0,0,0,0
10088,344,175,43058.3868151167,4.65183347807209,807453,264.4829816374021,2024,7,14,0,0,1,0,0,0,1,0,1,0,0,0,0
10159,325,442,19137.84794944526,7.727178432924662,957547,156.34114896238614,2025,1,30,0,0,0,0,1,0,0,0,0,0,0,0,0
10042,0,111,34419.99325949426,17.434311920105884,254077,240.94526415278773,2025,5,11,0,0,0,0,0,0,0,1,0,0,1,0,0
10026,1840,153,49593.16883368586,6.120979083376932,878936,320.3025575301163,2024,7,18,0,0,0,0,0,0,1,0,0,0,0,0,1
10217,1646,507,16113.143956085476,23.34352911974952,900439,166.20494713857437,2025,3,7,0,0,1,0,0,0,0,1,1,0,0,0,0
10031,453,454,40463.84268764222,13.697583445267894,253867,258.6226110636944,2024,8,12,1,0,0,0,0,0,0,1,0,0,1,0,0
9964,0,466,18151.4208270462,17.971554621247954,555085,168.1025516821915,2025,5,24,0,0,0,0,0,1,0,0,0,0,0,0,0
9944,223,334,34979.411569311254,4.790441374186143,939780,226.2971873805455,2025,2,21,0,0,0,1,0,0,0,1,0,1,0,0,0
9926,403,301,37716.57280476389,12.739901818280034,419707,241.6343853972388,2024,7,21,0,0,0,1,0,0,1,0,0,0,0,1,0
9977,0,227,55483.07690103512,16.449091772455184,918960,343.6389033956872,2025,2,6,0,0,0,0,0,0,1,0,0,0,0,0,1
9893,801,127,34799.86738362082,28.46087630970646,74835,231.5614975669016,2024,9,13,0,0,1,0,0,0,0,0,0,0,0,0,1
9976,1051,147,35568.92345057995,5.124323341352223,54408,240.260287574006,2024,10,25,0,0,0,0,1,0,0,1,0,0,0,1,0
9969,1114,457,17183.631490970427,19.28205607589155,53371,159.95658231117375,2025,1,7,1,0,0,0,0,1,0,0,0,0,1,0,0
9720,943,126,22743.63866372851,13.024532352926236,920542,176.24399578939216,2025,1,26,1,0,0,0,0,1,0,0,1,0,0,0,0
10176,231,62,43013.15557678688,28.63168012250224,308251,260.8439103190337,2024,11,12,1,0,0,0,0,1,0,0,0,0,1,0,0
9902,708,343,40536.30541645192,23.661879046080816,955945,260.76707721345105,2024,7,29,0,0,1,0,0,0,0,1,1,0,0,0,0
10112,1194,447,48456.807640560095,4.034390804584408,312484,309.3432879343841,2024,10,23,0,1,0,0,0,0,0,1,0,0,0,0,1
10168,381,385,35489.03380789675,22.7396673509066,932457,233.45910427456727,2025,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0
9907,0,445,26782.978548611045,2.0457033588050058,34772,197.7228762382352,2024,8,4,0,1,0,0,0,0,1,0,1,0,0,0,0
10033,1330,370,45424.441153568216,26.27468083125377,793669,295.6495206749749,2024,11,30,0,0,1,0,0,0,0,1,0,0,0,0,0
10086,1254,160,58115.91500750695,13.353926738012388,229538,350.8444950563132,2024,12,6,0,0,0,0,0,0,1,0,0,0,0,0,1
10121,1663,294,40336.07881579957,17.272396371431654,551221,276.53591901022185,2024,7,13,0,0,0,0,1,0,1,0,0,0,0,0,1
9989,1016,282,32266.35047580964,19.110216142526298,684214,226.47665978976397,2024,8,13,0,0,1,0,0,0,1,0,0,0,1,0,0
10027,312,460,16307.298656580044,16.29171792814216,13331,142.39458821111958,2025,1,8,0,0,0,1,0,0,1,0,0,1,0,0,0
9964,1042,93,33118.658127346964,21.817277578611453,533606,227.5630963733529,2024,7,9,0,1,0,0,0,0,1,0,0,0,0,1,0
9868,658,285,48022.76701968077,24.31973614874596,361443,294.02888014251573,2024,9,8,0,0,0,1,0,0,1,0,0,0,0,1,0
10073,1876,143,57619.97981916987,14.696468577114045,787359,358.837003943442,2024,8,19,0,0,0,1,0,0,0,0,0,1,0,0,0
9937,1641,175,0.0,28.08398019929493,725651,313.24080758622983,2024,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0
10084,1820,0,21326.67799620814,14.13731758619294,607988,191.62103146677043,2024,8,24,0,0,1,0,0,0,0,1,0,0,1,0,0
9923,1177,434,18239.06025928343,7.590404556836839,713776,165.38025490863168,2024,11,15,0,0,0,0,0,0,0,1,0,0,0,0,0
9991,1611,279,59141.17942836796,22.416161762122805,746284,363.3643331022767,2025,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
9930,876,75,19623.07198015605,16.282817928444977,371301,160.5980477858054,2024,12,16,0,0,0,0,1,0,0,1,0,0,1,0,0
10132,1348,353,56438.79431285166,18.95593401529706,384381,348.1100978900245,2024,6,16,0,1,0,0,0,0,1,0,0,0,0,0,0
9944,876,95,52049.10577467943,14.590023063958316,300934,313.88843359389256,2025,5,5,0,0,0,0,0,1,0,0,0,0,0,0,1
9869,1062,0,43141.653717022506,24.00295673907756,494095,276.160926051073,2025,5,21,0,1,0,0,0,0,0,0,0,1,0,0,0
10090,1399,84,51578.24521330546,9.72974515491476,483078,321.2291864328361,2024,10,5,0,0,0,1,0,1,0,0,1,0,0,0,0
9923,306,236,46283.83917295502,9.876722039992654,837400,279.22508611310985,2025,5,19,0,0,0,0,1,0,1,0,1,0,0,0,0
10071,1368,396,35630.336409258496,16.657401631502005,576324,250.7728498936555,2025,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
10233,0,118,25358.54322987388,4.196820601541592,585491,202.41676727732437,2024,10,18,0,0,0,1,0,0,1,0,0,1,0,0,0
9953,1262,173,43414.93417083158,5.891482625628036,949065,281.2041485076602,2024,12,7,0,0,0,1,0,0,0,0,0,0,0,1,0
10011,566,251,56727.0634779965,17.22787823666662,813228,333.64507617202514,2024,11,17,0,0,0,0,0,1,0,0,0,0,0,1,0
9895,1397,443,15674.40149962555,20.477487057022465,755832,157.07909235121616,2025,3,16,0,0,0,1,0,0,0,0,1,0,0,0,0
10128,1535,350,42620.913367827634,3.116073025582415,194923,286.10683641306514,2025,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0
9996,1848,479,41962.25386415568,7.99161868509976,685211,289.91060051576466,2024,10,25,0,0,0,0,0,0,1,0,0,1,0,0,0
9904,746,119,19073.40421034636,11.802607778207792,838307,156.39303695749933,2024,11,29,0,1,0,0,0,1,0,0,0,1,0,0,0
9913,922,185,21226.129130357516,9.518130228425854,296241,170.7483681922871,2024,11,9,0,0,0,0,0,0,0,0,1,0,0,0,0
9947,1513,86,30854.80523207589,23.401182659515243,330088,224.7764359079721,2024,8,19,0,0,0,1,0,0,1,0,0,1,0,0,0
10133,993,0,22679.23339988164,9.297996875261571,121688,181.68440382467335,2025,1,18,0,1,0,0,0,1,0,0,0,1,0,0,0
10071,347,441,15233.202965234354,11.52317377403793,84259,137.8349806812828,2025,5,19,0,0,1,0,0,0,1,0,0,0,1,0,0
10290,762,116,38910.13956416927,26.15700700273509,577362,252.14868083101064,2024,7,2,0,0,1,0,0,0,1,0,0,0,0,0,0
10082,1246,217,18140.08638954945,29.03478217675508,12759,163.19836342076977,2025,5,29,1,0,0,0,0,0,1,0,0,0,0,0,0
10031,421,209,53713.81333572693,23.358594671734483,851371,316.32917384789425,2025,4,24,0,0,0,0,0,1,0,0,0,0,0,0,1
10135,330,340,33561.17521257477,17.05342400076253,921939,222.54821735249595,2024,10,20,1,0,0,0,0,0,0,1,0,0,0,0,0
10006,1386,314,27006.466527412154,28.21779588327033,110955,208.6766415492412,2024,11,17,0,0,0,0,1,0,0,0,0,0,1,0,0
10180,999,262,59661.28638383438,3.0395687001993585,395336,355.99031559167105,2024,6,14,0,1,0,0,0,0,0,0,1,0,0,0,0
10128,835,317,31113.01240167238,9.961374170677374,70357,219.2540974853703,2024,8,27,0,0,0,1,0,0,1,0,1,0,0,0,0
9915,1329,349,31356.340540550445,10.362486995680085,162263,228.3320102683072,2025,5,8,0,0,1,0,0,0,0,1,0,0,1,0,0
9829,1169,392,0.0,24.57435781235885,771435,233.24278734659956,2024,6,13,0,1,0,0,0,0,0,1,0,0,1,0,0
9908,514,195,16131.524255879203,7.901050951122972,54311,139.86305356278766,2024,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0
9889,515,95,59182.77690666643,17.359626220113793,527257,341.0291748756013,2024,6,17,0,0,0,0,1,0,0,0,1,0,0,0,0
9895,1836,221,23691.275407955363,9.975092324301205,475876,198.6045858751444,2025,4,7,0,1,0,0,0,0,1,0,0,1,0,0,0
9957,1976,392,59532.90010053498,12.657939543441772,847672,373.2495152199796,2024,9,21,0,0,0,1,0,0,1,0,0,1,0,0,0
10013,1522,84,0.0,23.35250820271463,857507,236.9270511722344,2025,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9888,1544,249,44780.23013238636,27.84481631218341,207471,293.4552816047074,2024,8,12,0,0,0,1,0,0,1,0,0,1,0,0,0
9838,1825,381,57595.79093011866,15.728992632361228,670138,360.71255707989377,2025,3,26,0,0,0,1,0,1,0,0,1,0,0,0,0
9916,1036,0,42603.67802399379,17.877350889550257,797210,277.8913493603244,2024,12,25,0,0,0,0,0,1,0,0,0,0,0,1,0
10121,1588,0,56534.894548952,28.76332937179047,486106,349.58865475296915,2025,2,5,0,1,0,0,0,0,1,0,0,0,1,0,0
9959,1262,112,47947.60566237183,25.939783248731043,86869,301.55642384508207,2024,6,20,1,0,0,0,0,0,0,0,0,0,1,0,0
10041,267,312,38037.51416494359,3.1708723884839656,159780,241.59825105252128,2024,9,6,0,1,0,0,0,1,0,0,0,1,0,0,0
10001,1104,156,30243.58599768574,20.15801707396056,998460,216.349669816244,2024,11,16,0,0,0,0,1,0,0,1,0,0,0,0,0
10092,580,309,60327.15589871233,11.729940164824452,260471,352.27737153826587,2025,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0
10083,1194,421,45066.36916065328,9.296203646916744,834224,292.76097219526207,2025,1,17,0,0,0,0,1,0,1,0,0,0,0,1,0
9926,1722,70,18390.549693368976,23.04566332109515,294470,169.22099919453882,2025,2,12,1,0,0,0,0,1,0,0,1,0,0,0,0
9721,713,421,16480.852322350962,27.177382998215062,55359,147.84025442362915,2024,12,24,0,0,0,0,0,1,0,0,0,0,0,1,0
10098,1211,180,0.0,25.50319611900505,117385,335.0473916232657,2025,3,17,0,0,0,0,1,1,0,0,1,0,0,0,0
10084,402,219,44056.64202189889,20.1761560425094,243830,270.9215597883861,2025,4,2,0,0,0,1,0,0,1,0,0,0,0,0,1
9834,278,477,36393.3208714837,10.604945271759126,221389,235.7930657534764,2024,12,2,0,0,1,0,0,0,0,0,0,1,0,0,0
9971,456,72,43872.184431726375,8.187538303108411,140150,267.8647297228981,2024,12,27,0,0,0,0,1,0,1,0,0,0,1,0,0
10015,584,121,39680.40938226332,16.38879845331072,789033,251.37387534181784,2025,5,22,0,0,1,0,0,0,0,0,0,0,0,1,0
10017,861,305,52538.0718668444,29.49778973369265,838186,319.9255740692772,2024,12,3,0,0,0,1,0,0,0,1,1,0,0,0,0
10073,833,353,60312.92372109208,28.74597453685041,882460,357.21591959218745,2025,1,30,1,0,0,0,0,0,0,1,0,0,0,1,0
10055,0,89,32484.55393895332,19.1973372929762,201828,232.2836106332093,2024,6,25,0,0,0,0,0,0,1,0,0,0,0,1,0
10072,1379,0,30941.60302501592,17.73004957254842,677456,229.3259788434098,2024,11,1,0,0,0,0,0,0,1,0,1,0,0,0,0
9899,1020,305,31272.448994430222,20.7683212760984,307883,221.7859989335099,2024,10,7,0,0,0,1,0,0,0,1,0,1,0,0,0
9897,205,217,57759.12033802948,27.43268818822018,469696,331.1277561011892,2024,7,12,0,0,0,0,1,0,0,0,0,0,1,0,0
9916,1720,162,57887.76762304413,17.899217456462473,206760,356.9268001298736,2024,8,18,0,0,0,0,1,0,1,0,0,0,1,0,0
10028,252,445,47784.47526107619,25.04645693402448,77705,289.51101936525936,2024,12,5,0,0,0,0,1,0,0,1,0,0,0,0,0
10008,1346,444,36637.27914509613,25.52802657973353,679337,255.63873374750096,2025,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0
9938,0,151,55908.51218388128,29.78475219851207,893488,344.87424526213766,2025,5,10,0,0,0,0,1,0,0,0,0,0,0,1,0
9894,482,218,55591.73315840018,26.68405642152924,162324,325.6719846701577,2024,7,15,0,0,0,0,1,0,0,1,0,1,0,0,0
10040,1221,357,45835.09927351056,29.762415369584144,338193,295.52519880501177,2024,10,26,1,0,0,0,0,1,0,0,0,0,0,0,0
9921,1231,0,27702.364736770283,29.59388377830364,528420,206.15214116395103,2025,3,8,0,1,0,0,0,0,1,0,1,0,0,0,0
9830,1228,314,50680.651244765,10.190376072928316,278227,316.656799240579,2024,11,29,0,1,0,0,0,0,0,1,1,0,0,0,0
10069,489,84,19670.934133698225,8.288637787478805,664646,155.05112108101383,2024,6,24,0,0,0,0,1,0,1,0,0,0,0,0,1
10120,816,176,58696.43702807117,27.77703863717945,618821,346.5054775306885,2024,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0
9914,1958,316,50209.28036766925,14.829836746531484,407845,327.4533193142746,2024,7,24,0,0,0,0,1,1,0,0,0,1,0,0,0
10083,1795,177,25905.26985112252,9.069323042386934,763682,208.5611706155553,2025,6,6,0,1,0,0,0,0,1,0,0,0,0,1,0
9945,1234,373,20203.18344512074,5.437260967732772,553974,174.68606298409753,2025,2,24,1,0,0,0,0,0,1,0,0,0,0,0,1
9824,319,448,58104.92080388331,5.0231823447551065,809926,338.3073225849329,2025,4,9,0,0,0,0,1,0,0,1,0,0,0,1,0
9975,1901,401,42016.082177059485,21.696092830458987,653074,289.62527395661664,2025,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0
10003,910,137,16682.829845727498,14.233862202158738,514118,148.76651584856134,2024,10,3,0,0,0,1,0,0,0,0,0,0,0,0,1
9955,1195,244,39514.69163617852,12.578536848332249,923882,262.89548611565215,2025,3,26,0,0,0,0,0,1,0,0,0,0,1,0,0
10076,1718,240,17123.43065652588,11.088454625679296,233790,166.88178072017965,2024,9,6,0,0,0,0,1,1,0,0,0,0,1,0,0
9897,1552,140,38511.54727711005,20.44629022872727,998215,262.21232357758566,2025,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9890,1345,272,17039.506596093874,4.138116759803545,484448,159.65609750820573,2024,9,10,0,0,1,0,0,0,0,0,0,0,0,1,0
10034,1142,279,15205.665242426208,5.95337873719855,408575,148.39196256319508,2024,12,19,1,0,0,0,0,0,0,1,0,0,0,1,0
9948,1475,264,15696.407732891288,26.76386284592828,848289,155.7230697721436,2024,12,16,0,0,0,0,1,1,0,0,0,1,0,0,0
10110,364,311,18249.728241313464,27.174727040581377,119877,150.31753124176063,2025,3,22,1,0,0,0,0,0,0,0,0,1,0,0,0
10083,291,253,26892.23608055792,16.741355596116705,392042,188.67071904583605,2025,3,26,0,1,0,0,0,0,0,0,0,1,0,0,0
10016,709,190,38084.62352096997,15.811190655343454,615522,247.19004269997836,2024,11,25,0,0,0,0,0,0,1,0,1,0,0,0,0
10116,1827,453,24048.48546907487,9.07005689178432,4123,205.27294187355477,2025,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0
10159,1352,54,44744.2732816437,5.642477437007907,738800,288.0462729227155,2024,8,2,0,0,1,0,0,0,1,0,1,0,0,0,0
10131,1886,85,28502.609000894685,2.695075898200743,5012,221.0393302212518,2025,5,7,0,0,0,0,1,0,1,0,0,0,0,1,0
9957,862,215,50444.87753331866,25.31487104456525,567609,308.2148367646747,2025,5,15,0,1,0,0,0,1,0,0,1,0,0,0,0
9807,1886,0,50012.71350881744,24.60807687306841,67097,326.4847063595997,2024,10,31,0,0,0,0,0,1,0,0,0,0,0,0,0
9843,1560,455,54920.73409239286,20.679512930630256,777553,344.84417385191773,2025,1,11,0,0,1,0,0,0,0,1,0,0,0,0,0
10054,663,479,22659.272866230083,19.450126354697165,916006,178.84119821569493,2024,12,7,0,0,0,0,1,0,0,1,0,0,0,0,1
10024,1288,463,43879.55068593025,12.211277177143325,637978,289.1957408744336,2024,7,23,0,0,0,0,0,1,0,0,1,0,0,0,0
9881,948,461,0.0,6.979811907629827,716843,178.33253162355876,2025,5,27,0,1,0,0,0,1,0,0,0,0,0,0,0
10063,1653,120,38223.458152516025,25.176219164922056,32214,263.11121789920287,2024,8,2,1,0,0,0,0,0,0,0,0,0,0,1,0
10090,1315,306,42199.95040602803,3.915014720325882,443349,279.3867355699451,2024,8,23,0,0,0,0,0,0,0,0,1,0,0,0,0
10010,558,54,34449.736770319905,4.729587669316488,711155,225.0892069582233,2024,12,20,0,0,1,0,0,0,0,0,0,0,0,0,0
9880,1126,334,36755.52327715105,17.926081289939333,22544,249.8574433630546,2025,2,16,1,0,0,0,0,0,0,1,1,0,0,0,0
9719,198,349,32611.523952764124,24.807653987122173,74940,213.78948477368945,2024,8,11,0,0,0,0,1,0,1,0,0,0,0,1,0
10161,1930,387,40167.165183322846,16.84758999513523,45527,282.1354322093513,2024,6,18,0,0,0,1,0,0,0,0,0,0,0,0,1
9822,312,376,51733.1234678968,6.233364012516786,318873,306.8990350865663,2024,12,13,0,0,0,0,1,1,0,0,0,0,0,1,0
9946,394,127,45159.878499475104,28.258421920699973,990756,273.68503805747173,2025,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0
9880,1666,401,16832.134998765603,26.7253502152118,632733,166.36064131473717,2024,6,12,0,0,1,0,0,0,0,1,0,0,0,0,1
9996,1472,480,15023.998312589669,2.136638137777477,3206,156.46397647257845,2024,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0
9913,1399,384,18801.960111678243,4.193233142783088,944622,170.93818701046837,2025,3,5,0,0,0,0,1,0,0,1,0,0,0,0,1
9864,1308,329,37493.12133105186,11.91947784435832,618248,256.2936707722762,2024,11,24,0,0,0,0,1,0,0,1,0,0,0,0,0
10044,255,278,40304.277865557415,6.284495894744146,195788,251.51000236909027,2025,2,24,0,0,0,0,1,1,0,0,0,0,1,0,0
9859,358,182,24136.781697990005,5.53859792461988,41249,174.44415359927385,2025,2,23,0,0,0,0,1,1,0,0,0,0,0,0,1
9920,1109,461,14914.398189234193,4.163994897343327,106526,148.98570433499162,2025,1,7,0,0,0,0,1,0,0,1,0,0,1,0,0
10088,0,226,0.0,15.049959122559418,899665,271.0713460828537,2025,3,5,0,0,0,0,1,0,0,0,0,0,0,0,1
10090,1324,473,50026.18087530458,6.763143048984015,165951,319.30875235448707,2025,3,31,0,0,0,0,0,0,1,0,0,0,0,1,0
9988,1047,205,32291.32445355392,29.57650359361944,637283,225.79857190044405,2024,10,21,0,1,0,0,0,1,0,0,0,0,0,0,0
9990,1383,164,56973.71177573704,3.8846870300412064,646029,347.2452572913056,2024,12,9,0,0,0,0,1,0,0,0,0,1,0,0,0
10006,1266,260,47292.01563620378,25.322725360934665,132672,301.3229872964393,2024,12,5,0,1,0,0,0,0,1,0,0,0,0,0,0
10167,1201,177,55857.98269533456,25.653062570882334,936738,340.0026897620962,2025,3,26,0,0,0,0,1,1,0,0,0,0,1,0,0
10128,1851,169,33230.59991759656,25.95541223937272,142191,244.15616117227825,2024,11,10,0,0,0,0,0,0,0,1,0,0,0,0,0
10015,931,0,38323.03357762845,5.268277492931057,813972,255.20095329433127,2024,10,31,0,0,0,0,1,0,0,1,0,1,0,0,0
9892,1158,402,24186.81623169667,22.16607985205928,91524,192.3830855011128,2024,9,15,0,0,0,0,0,0,0,0,1,0,0,0,0
9954,1067,203,16522.33443399978,6.198020934984934,977964,151.58732480629183,2024,11,14,0,0,0,1,0,0,1,0,0,0,0,1,0
9914,1081,269,23115.54464665025,3.301411440079088,434706,183.83782205663653,2024,12,12,0,0,0,1,0,0,1,0,1,0,0,0,0
10053,1114,307,52631.91222678343,12.522132882157416,351691,324.9383367777645,2025,3,1,0,1,0,0,0,0,0,1,0,0,1,0,0
9985,1381,161,39967.16356361489,18.84463650999501,529771,266.9552902382894,2025,2,25,0,0,0,1,0,1,0,0,0,0,1,0,0
10006,0,177,59393.343995765055,27.16230972351439,425169,343.5768212903704,2024,8,31,0,0,0,0,1,1,0,0,0,0,0,0,1
9817,1749,0,57260.08533406113,22.562317525538543,930498,358.40169813347273,2024,12,27,0,0,0,1,0,0,1,0,1,0,0,0,0
10009,1159,90,32301.721497920877,14.909500426078916,533056,225.90544533378755,2024,12,22,0,0,0,0,1,0,0,1,0,0,0,0,0
9978,548,0,47170.62246905071,23.083143378726543,105746,291.92517096657417,2024,8,26,0,0,0,0,0,0,0,0,0,0,1,0,0
10230,440,71,59584.13455205961,22.216702428395312,480383,342.9965859606713,2025,5,15,0,0,0,1,0,0,1,0,0,1,0,0,0
10005,631,297,23638.72515729729,28.324963149325715,611755,179.52545833921445,2024,9,23,1,0,0,0,0,0,0,1,0,0,1,0,0
10017,1488,429,16632.483178030874,21.52488040014175,411401,163.55509668356763,2024,10,8,0,0,0,0,0,1,0,0,0,0,0,0,1
10010,655,326,18805.530324415064,12.984214563016009,486449,157.67617049157403,2025,3,30,0,0,0,1,0,0,1,0,0,1,0,0,0
10058,311,359,38818.21014546383,4.783819147274796,532842,246.9314958473332,2025,1,29,0,0,1,0,0,1,0,0,0,0,0,0,0
9874,892,334,40969.86938044172,19.666266059940725,391759,265.6730256371663,2025,4,7,0,0,1,0,0,0,0,0,0,0,0,1,0
9817,878,249,22974.01444427571,8.885487955689078,567293,178.8323851830653,2024,10,2,0,0,0,1,0,0,0,1,0,0,0,1,0
10074,1096,192,42340.99746565834,14.056821168835093,553786,274.244952363427,2025,2,13,0,0,0,1,0,1,0,0,0,0,0,0,0
9753,1473,269,0.0,16.65227928901476,563947,256.2651040829194,2025,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
9898,1542,300,47878.55924880389,8.278622664178995,576298,308.9567489625989,2024,6,14,0,0,0,0,0,1,0,0,0,0,0,0,0
9991,1391,75,25519.941524838214,6.492214709857942,996526,197.5683700548688,2025,3,21,0,1,0,0,0,0,0,0,0,0,0,1,0
9969,1608,233,51503.260068073694,28.01208092247722,154702,326.3982808542532,2025,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1
9986,1965,100,38813.04569523648,21.70665485931498,136145,270.5083560113927,2025,3,21,0,0,0,1,0,0,0,1,0,1,0,0,0
9979,1085,238,39442.26208690626,13.500463652897372,334980,260.68533098821547,2024,11,21,0,0,0,0,0,1,0,0,0,0,0,0,1
9902,0,296,33142.3310566012,6.389710358822912,728610,240.53435808295492,2024,12,14,0,0,0,0,0,1,0,0,0,0,0,0,1
9868,774,304,49653.54513172858,13.26571918367688,206075,304.0375342960376,2024,8,4,0,0,0,0,1,0,1,0,0,0,0,0,0
9988,1724,411,21976.53504573713,28.08724772953612,232108,192.3455612872457,2024,12,25,0,0,0,1,0,0,1,0,0,1,0,0,0
10046,1848,143,20528.373826652783,27.17143377245547,454673,183.3453776162384,2024,8,26,0,0,0,0,1,0,1,0,1,0,0,0,0
10041,1412,199,19831.6282728814,4.283162759016701,70973,173.50330000765084,2024,6,23,0,1,0,0,0,0,0,0,0,0,0,0,0
9876,409,139,45343.54775027289,24.21716621572277,990836,274.65028429343573,2024,6,23,0,0,1,0,0,1,0,0,1,0,0,0,0
10069,717,61,0.0,28.613891561727133,491600,161.7220855860119,2024,7,22,1,0,0,0,0,0,1,0,1,0,0,0,0
9947,0,401,40988.03488140442,2.032092318299654,859033,275.403009115882,2024,11,1,0,0,0,0,1,1,0,0,0,1,0,0,0
9819,603,392,42478.77817192299,17.32821542089667,918456,268.52997997535414,2025,2,16,0,0,0,0,1,0,1,0,0,0,0,0,0
9878,1157,318,0.0,21.89352898537563,564472,216.1411151177074,2024,9,25,1,0,0,0,0,0,1,0,0,1,0,0,0
9912,828,168,25133.15630915939,19.68517335554836,662544,187.25518072901968,2025,1,20,0,0,1,0,0,1,0,0,0,0,0,0,0
10026,1391,434,30351.653481757035,28.773713836854213,124857,226.70027169618885,2025,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9945,727,296,35162.45356633476,6.886541694980244,340407,235.1746619672784,2025,3,20,0,0,0,0,0,0,0,0,0,1,0,0,0
